MOUSE_GENE_SYM	HUMAN_GENE_SYM
Sh2d5	SH2D5
Srrm1	SRRM1
Trp53i11	TP53I11
Tex46	TEX46
Gskip	GSKIP
Kif3a	KIF3A
Plekho2	PLEKHO2
Mtres1	MTRES1
Pank4	PANK4
Heatr5b	HEATR5B
Kcnd2	KCND2
Grin1	GRIN1
Pdcl	PDCL
Lamc3	LAMC3
Cd52	CD52
Trip10	TRIP10
Arhgap26	ARHGAP26
Baz1b	BAZ1B
Ppm1k	PPM1K
Klhdc10	KLHDC10
Lmo3	LMO3
Hspa4	HSPA4
Pou4f3	POU4F3
Fam170a	FAM170A
Larp1b	LARP1B
Eps8l2	EPS8L2
Vwa5b1	VWA5B1
Gtf2i	GTF2I
Isyna1	ISYNA1
Lmnb1	LMNB1
Zfp251	ZNF251
Odf3	ODF3
Tmem18	TMEM18
Jakmip3	JAKMIP3
Terf2	TERF2
Glyr1	GLYR1
Katnb1	KATNB1
Crip3	CRIP3
Smpdl3a	SMPDL3A
Frat2	FRAT2
Cntn6	CNTN6
Kctd16	KCTD16
Slco1b2	SLCO1B3
Lrit2	LRIT2
Fam204a	FAM204A
Eef2k	EEF2K
Map3k7	MAP3K7
Dppa3	DPPA3
Zfp646	ZNF646
Cnot10	CNOT10
Fgd5	FGD5
Sohlh1	SOHLH1
Marveld2	MARVELD2
Cd164l2	CD164L2
Ppbp	PPBP
Brd3	BRD3
Eri2	ERI2
Clcn3	CLCN3
Tns3	TNS3
Mir490	MIR490
AF357399	SNORA40C
Hsd17b2	HSD17B2
Bag2	BAG2
2200002D01Rik	C19orf33
Klrd1	KLRD1
Lix1	LIX1
Rab4b	RAB4B
Tapbpl	TAPBPL
Tonsl	TONSL
Car6	CA6
Pprc1	PPRC1
Ccdc172	CCDC172
Ppef2	PPEF2
Snord98	SNORD98
Lrrc74a	LRRC74A
Dnajc9	DNAJC9
Pdcd7	PDCD7
Mrps16	MRPS16
Tmem158	TMEM158
Ccdc124	CCDC124
Tbk1	TBK1
Taar1	TAAR1
Ift22	IFT22
Ubxn2a	UBXN2A
Tmem35a	TMEM35A
Arntl2	ARNTL2
Krt72	KRT72
Agfg2	AGFG2
Btaf1	BTAF1
Shtn1	SHTN1
Tial1	TIAL1
Efr3a	EFR3A
Lpar2	LPAR2
Cox7a2l	COX7A2L
Espn	ESPN
Armcx3	ARMCX3
Fhod1	FHOD1
Cnpy4	CNPY4
Mapk10	MAPK10
Tmem151b	TMEM151B
Atg12	ATG12
Agtrap	AGTRAP
Acan	ACAN
Nek6	NEK6
Stk32c	STK32C
Ptcd2	PTCD2
Tdp1	TDP1
Ctsh	CTSH
Mlxipl	MLXIPL
Pgam2	PGAM2
Ano10	ANO10
Cadps2	CADPS2
Magee2	MAGEE2
Adck5	ADCK5
Bmpr1a	BMPR1A
Mei4	MEI4
Dntt	DNTT
BC024978	C19orf54
Prdm8	PRDM8
Ucn2	UCN2
Bmp3	BMP3
AU021092	C16orf89
Smc3	SMC3
Ndufab1	NDUFAB1
Agbl2	AGBL2
Aldh4a1	ALDH4A1
Isl2	ISL2
Pdap1	PDAP1
Shroom3	SHROOM3
Mir509	MIR509-3
Ccnb1	CCNB1
Fyn	FYN
Tuba1b	TUBA1B
Creb3l3	CREB3L3
Kcnn2	KCNN2
Cenpc1	CENPC
Olfr786	OR6C1
Tprgl	TPRG1L
Clpsl2	CLPSL2
Fah	FAH
Smagp	SMAGP
Ndst1	NDST1
Kantr	KANTR
Preb	PREB
Gm24313	SNORA5A
Gm22573	RNU6-374P
Blnk	BLNK
Slc38a2	SLC38A2
Magohb	MAGOHB
Nmb	NMB
Dus4l	DUS4L
Ssmem1	SSMEM1
Armh3	ARMH3
Erap1	ERAP1
Krt73	KRT73
Zkscan7	ZKSCAN7
Sgf29	SGF29
Mfn2	MFN2
Cbln1	CBLN1
Clec4e	CLEC4E
Phactr4	PHACTR4
Anp32a	ANP32A
Mir299a	MIR299
Scnn1a	SCNN1A
Lgals4	LGALS4
Stx4a	STX4
Hadha	HADHA
Tln2	TLN2
Enc1	ENC1
Cdk1	CDK1
Slc35a1	SLC35A1
Pla2g10	PLA2G10
Cdh10	CDH10
Vps52	VPS52
Ppp4r3b	PPP4R3B
Trpc7	TRPC7
Fbxw4	FBXW4
Hsd11b2	HSD11B2
Atp6v1c2	ATP6V1C2
Efhb	EFHB
Rsph4a	RSPH4A
Tmem200b	TMEM200B
Mmut	MMUT
Grm3	GRM3
Plce1	PLCE1
Ranbp10	RANBP10
Plekhg5	PLEKHG5
Ngrn	NGRN
Ccdc174	CCDC174
Dppa5a	DPPA5
Synpo2l	SYNPO2L
Crhbp	CRHBP
Hebp1	HEBP1
Myot	MYOT
Ikzf1	IKZF1
Ppm1h	PPM1H
Zfp131	ZNF131
Unc45a	UNC45A
Ccr1l1	CCR1
Terf2ip	TERF2IP
Pcdhb17	PCDHB16
Zfp105	ZNF35
Enpp6	ENPP6
Sin3b	SIN3B
Fam228a	FAM228A
Pex11a	PEX11A
Glra1	GLRA1
Mir216a	MIR216A
Mpig6b	MPIG6B
Rpl37	RPL37
Gipc1	GIPC1
Lmo1	LMO1
Pim1	PIM1
Skor1	SKOR1
Map3k10	MAP3K10
Vars	VARS1
Txnl4b	TXNL4B
Tmem41b	TMEM41B
Gnpda1	GNPDA1
Gtsf1	GTSF1
Atpif1	ATP5IF1
Hnf4g	HNF4G
Fam13c	FAM13C
Rhpn1	RHPN1
Naa10	NAA10
Ddah2	DDAH2
Spin4	SPIN4
Cck	CCK
Nrarp	NRARP
Gale	GALE
Lyl1	LYL1
Ldlrad3	LDLRAD3
Tbata	TBATA
Psmd7	PSMD7
Slc10a7	SLC10A7
Npr3	NPR3
Gdf1	GDF1
Gbf1	GBF1
Gm23969	SNORD24
Olfr78	OR51E2
Trhr	TRHR
Dlx6	DLX6
Cdk2	CDK2
Lrmda	LRMDA
Tmc7	TMC7
Igsf1	IGSF1
Pstk	PSTK
Clec12b	CLEC12B
Atf7ip	ATF7IP
Samd11	SAMD11
Rarb	RARB
Rbm20	RBM20
Rims2	RIMS2
Plac8l1	PLAC8L1
Trim23	TRIM23
Rc3h2	RC3H2
Cenpo	CENPO
Arih1	ARIH1
Rbm42	RBM42
Gm25827	RNU6-1203P
Qtrt1	QTRT1
Slc27a4	SLC27A4
Irak4	IRAK4
Mydgf	MYDGF
Def6	DEF6
Slc7a3	SLC7A3
Mir19b-2	MIR19B2
Mblac2	MBLAC2
Gm7073	CXorf66
Hapln1	HAPLN1
Naa15	NAA15
Smad3	SMAD3
Ccdc71l	CCDC71L
Rfx1	RFX1
Ccr9	CCR9
Mst1r	MST1R
Noc2l	NOC2L
Atp13a2	ATP13A2
Sltm	SLTM
Hmgxb3	HMGXB3
Atf7	ATF7
Chaf1a	CHAF1A
Slc25a16	SLC25A16
Gm13889	C11orf96
Epas1	EPAS1
Syde1	SYDE1
Cnpy2	CNPY2
Nrk	NRK
Chrdl1	CHRDL1
Gfm2	GFM2
Abcc9	ABCC9
Armc1	ARMC1
Clmn	CLMN
Rsad2	RSAD2
Gm5244	RPLP1
Paf1	PAF1
Lrrc23	LRRC23
Styk1	STYK1
Ric3	RIC3
Il22ra1	IL22RA1
Ip6k3	IP6K3
Atp2a1	ATP2A1
Zfp553	ZNF48
Nudt21	NUDT21
Cfap36	CFAP36
Zfp740	ZNF740
Cln3	CLN3
Bub3	BUB3
Ptgr2	PTGR2
Hsd17b4	HSD17B4
Sigirr	SIGIRR
Dnajc2	DNAJC2
Rrn3	RRN3
Wasl	WASL
Rars2	RARS2
Ccnq	CCNQ
Abcb4	ABCB4
Rhd	RHD
Med18	MED18
Adh1	ADH1A
Smap1	SMAP1
Aldh18a1	ALDH18A1
Aff2	AFF2
Pcdhb19	PCDHB11
Ugt2a3	UGT2A3
Eny2	ENY2
Lhpp	LHPP
Ccdc51	CCDC51
Nup107	NUP107
Brk1	BRK1
Armcx5	ARMCX5
Eif3a	EIF3A
Dnajb1	DNAJB1
Senp8	SENP8
Wdr73	WDR73
Muc3	MUC17
Fam199x	FAM199X
Vegfc	VEGFC
Asic1	ASIC1
Ankrd66	ANKRD66
Sh3bgrl3	SH3BGRL3
Synm	SYNM
Pax4	PAX4
Phb2	PHB2
Neo1	NEO1
Ccnh	CCNH
Aars2	AARS2
Tmem82	TMEM82
Dpep3	DPEP3
Tbx22	TBX22
Vwa1	VWA1
Psmb7	PSMB7
Syne4	SYNE4
Cers4	CERS4
Lrg1	LRG1
Wnt8b	WNT8B
Crym	CRYM
Lrat	LRAT
Tspan31	TSPAN31
Traf3ip2	TRAF3IP2
Amt	AMT
Arpc1b	ARPC1B
Npy1r	NPY1R
Pkd2l2	PKD2L2
Usp7	USP7
Armcx6	ARMCX6
Pcdh10	PCDH10
Scnn1g	SCNN1G
Cherp	CHERP
Spry4	SPRY4
Fcsk	FCSK
Zswim6	ZSWIM6
Kcnc1	KCNC1
Ankrd46	ANKRD46
Coro1a	CORO1A
Cdc25c	CDC25C
Slurp1	SLURP1
Efl1	EFL1
4930432K21Rik	C19orf57
Dpysl4	DPYSL4
Syndig1l	SYNDIG1L
Nfix	NFIX
Sos1	SOS1
Mms19	MMS19
Gpatch11	GPATCH11
Gpi1	GPI
Yaf2	YAF2
Rcor1	RCOR1
Hkdc1	HKDC1
Gtf2ird2	GTF2IRD2
Slit1	SLIT1
2310039H08Rik	C6orf226
Zfp382	ZNF382
Sfxn4	SFXN4
Slx1b	SLX1B
Ripor1	RIPOR1
Elovl7	ELOVL7
Utp4	UTP4
Nrg4	NRG4
Hsp90ab1	HSP90AB1
Dennd5a	DENND5A
Clec3b	CLEC3B
Cplane1	CPLANE1
Tsc22d4	TSC22D4
Paox	PAOX
Hdac7	HDAC7
Rspo2	RSPO2
Zfp185	ZNF185
Ctnnbip1	CTNNBIP1
Rcc1l	RCC1L
Akt2	AKT2
Sorcs1	SORCS1
2210408I21Rik	KIAA0825
Krit1	KRIT1
Mthfd1	MTHFD1
1700034J05Rik	C12orf71
Rpl11	RPL11
Tmem164	TMEM164
Brd2	BRD2
Slc39a13	SLC39A13
Zbtb25	ZBTB25
Snora24	SNORA24
Nfat5	NFAT5
Nudc	NUDC
Pidd1	PIDD1
2300009A05Rik	C15orf61
Ring1	RING1
Tac2	TAC3
5830411N06Rik	SCART1
Mir542	MIR542
Srpx2	SRPX2
Rps15a	RPS15A
Mocs2	MOCS2
Ccdc189	CCDC189
Ly6l	LY6L
Cd63	CD63
Smim9	SMIM9
Amtn	AMTN
Cct2	CCT2
Klf11	KLF11
Grb10	GRB10
Ppil1	PPIL1
Ppwd1	PPWD1
Dlg3	DLG3
Ube2a	UBE2A
Dpf1	DPF1
Mrps28	MRPS28
Zfp518a	ZNF518A
Ubr2	UBR2
Thegl	THEGL
Rnf146	RNF146
1700030J22Rik	C16orf46
Dst	DST
Slf1	SLF1
Higd2a	HIGD2B
Psme4	PSME4
Pcdhb15	PCDHB7
Ptgs1	PTGS1
Asap1	ASAP1
Cnnm1	CNNM1
Higd1a	HIGD1A
Ephb2	EPHB2
Cav1	CAV1
Ppp1r2	PPP1R2B
Lsmem1	LSMEM1
Crot	CROT
Arhgef19	ARHGEF19
Phlpp2	PHLPP2
Immp1l	IMMP1L
F11	F11
Cmtm7	CMTM7
Krt1	KRT1
Sephs2	SEPHS2
Hp	HP
Lrrc3b	LRRC3B
Hhatl	HHATL
Dglucy	DGLUCY
Skiv2l	SKIV2L
Slc9a6	SLC9A6
Coq2	COQ2
Gabra3	GABRA3
Slc22a14	SLC22A14
Sclt1	SCLT1
Ddx39b	DDX39B
Cd109	CD109
Erh	ERH
Hadh	HADH
Fyco1	FYCO1
Dtx3	DTX3
Tle3	TLE3
Atp5j2	ATP5MF
Gtf3c4	GTF3C4
2610001J05Rik	SMIM30
Kmt2d	KMT2D
Pcdha5	PCDHA5
Dnah3	DNAH3
Rock2	ROCK2
Pnlip	PNLIP
Hddc3	HDDC3
Gprc5b	GPRC5B
Agbl1	AGBL1
Ptpn12	PTPN12
Zfp647	ZNF250
Cilk1	CILK1
Slc25a4	SLC25A4
Cuzd1	CUZD1
Dync2li1	DYNC2LI1
Polr2l	POLR2L
Cd22	CD22
Pde5a	PDE5A
Slc25a33	SLC25A33
Atg101	ATG101
Rccd1	RCCD1
Csrp3	CSRP3
Il5ra	IL5RA
F8	F8
Qrfpr	QRFPR
Mtfr1l	MTFR1L
Fga	FGA
Khdrbs2	KHDRBS2
Nol9	NOL9
Ctcf	CTCF
Crb3	CRB3
Plac1	PLAC1
Mgst1	MGST1
Oc90	OC90
Myzap	MYZAP
Clps	CLPS
Atp13a1	ATP13A1
Ubxn11	UBXN11
Bud23	BUD23
Lnpep	LNPEP
Prodh2	PRODH2
Kbtbd4	KBTBD4
Myrip	MYRIP
Rngtt	RNGTT
Mir200a	MIR200A
Tmem159	TMEM159
Nr2f6	NR2F6
Hhip	HHIP
Dnmt1	DNMT1
Slc6a2	SLC6A2
Cdh3	CDH3
Igfbp6	IGFBP6
Atrnl1	ATRNL1
Gimd1	GIMD1
Apbb3	APBB3
Popdc3	POPDC3
Elf2	ELF2
Snapc4	SNAPC4
Tmem266	TMEM266
Nupr1l	NUPR2
Tdrd9	TDRD9
Polm	POLM
Dhx32	DHX32
Pym1	PYM1
S1pr5	S1PR5
Zfp383	ZNF383
Lhx2	LHX2
Mzb1	MZB1
Dchs1	DCHS1
Nsmf	NSMF
Shcbp1	SHCBP1
Ddx49	DDX49
Dnaja3	DNAJA3
Agk	AGK
Prkg2	PRKG2
Khdrbs3	KHDRBS3
Il23a	IL23A
Dapk2	DAPK2
Pdcd4	PDCD4
Arpin	ARPIN-AP3S2
Colec11	COLEC11
Map1s	MAP1S
Rapgef2	RAPGEF2
Thap3	THAP3
Sema3a	SEMA3A
Trub2	TRUB2
Cga	CGA
Cand1	CAND1
Tcf19	TCF19
Fkbp1b	FKBP1B
Colec10	COLEC10
Vwa7	VWA7
Cnksr1	CNKSR1
Afg1l	AFG1L
Slc22a16	SLC22A16
Yipf2	YIPF2
Scarna10	SCARNA10
Jund	JUND
Zfp503	ZNF503
Gm24400	RNU6-1197P
Mir30d	MIR30D
D17H6S53E	C6orf47
Ndst3	NDST3
Tmem243	TMEM243
Acsl6	ACSL6
Pyroxd1	PYROXD1
Slc26a8	SLC26A8
Bex3	BEX3
Eif3m	EIF3M
Rrs1	RRS1
Esx1	ESX1
Zfp1	ZFP1
Npc1l1	NPC1L1
Pgf	PGF
Ilk	ILK
Cystm1	CYSTM1
Pram1	PRAM1
Fhdc1	FHDC1
Zfand6	ZFAND6
Ndufb9	NDUFB9
Adamts6	ADAMTS6
Rchy1	RCHY1
Wrap73	WRAP73
Gm22345	RNU6-1282P
Arnt2	ARNT2
Blm	BLM
Taar5	TAAR5
Akap9	AKAP9
Susd6	SUSD6
Gypa	GYPE
Rdh12	RDH12
Dock1	DOCK1
Smim15	SMIM15
Hmgcl	HMGCL
Taok2	TAOK2
Tmem203	TMEM203
Igf2	IGF2
Cib1	CIB1
Zbtb48	ZBTB48
Abhd17c	ABHD17C
Clpx	CLPX
Erbb3	ERBB3
Adgrf1	ADGRF1
Vamp7	VAMP7
Nfkb2	NFKB2
Gm23656	RNU6-280P
Ntrk3	NTRK3
Dcp2	DCP2
Car1	CA1
Vsx2	VSX2
Cfap97	CFAP97
Dlx5	DLX5
Zfp821	ZNF821
Ogfod1	OGFOD1
Lhfpl1	LHFPL1
Thada	THADA
Swap70	SWAP70
Irx6	IRX6
Chl1	CHL1
Dusp9	DUSP9
Ano6	ANO6
C1qa	C1QA
Fkbp8	FKBP8
Usp47	USP47
Fbxo43	FBXO43
Egr1	EGR1
Gm10767	RAMAC
Bbs4	BBS4
Bhlha15	BHLHA15
Adcy6	ADCY6
Mesp1	MESP1
Gm23297	SNORA54
Stag2	STAG2
Olfr1309	OR4F15
Mctp2	MCTP2
Crip1	CRIP1
Gpr108	GPR108
Lctl	LCTL
Gdap1	GDAP1
Amacr	AMACR
Pex5	PEX5
Ormdl2	ORMDL2
Ccdc184	CCDC184
Gclc	GCLC
Zbtb39	ZBTB39
Cpne8	CPNE8
Adam22	ADAM22
Sdf4	SDF4
Csf1r	CSF1R
Abhd18	ABHD18
Lpcat2	LPCAT2
Tbcb	TBCB
Mgp	MGP
C1galt1c1	C1GALT1C1
Pcdha2	PCDHA2
Prdm14	PRDM14
Tmem63c	TMEM63C
Atoh7	ATOH7
Ambn	AMBN
Tradd	TRADD
Galnt15	GALNT15
Fam53b	FAM53B
4930562C15Rik	C16orf96
Zmym3	ZMYM3
Stk26	STK26
Dennd4a	DENND4A
AW549877	C5orf51
Gm23485	RNU1-51P
Cfap70	CFAP70
Top1mt	TOP1MT
Mterf3	MTERF3
Arrdc2	ARRDC2
Cinp	CINP
Dupd1	DUSP29
Gm22748	SNORA80B
Cdca3	CDCA3
Tmed4	TMED4
Coq3	COQ3
Inpp4b	INPP4B
Gm22259	RNU6-137P
Sh3rf2	SH3RF2
Rassf8	RASSF8
Shd	SHD
Slc26a4	SLC26A4
Cpn1	CPN1
Trappc13	TRAPPC13
AI467606	C16orf54
Armc2	ARMC2
Tat	TAT
Pmpca	PMPCA
Errfi1	ERRFI1
Fbxl6	FBXL6
Abca13	ABCA13
Pfkm	PFKM
Pde6c	PDE6C
Hs3st4	HS3ST4
Zfp711	ZNF711
Rbfox1	RBFOX1
Brwd3	BRWD3
Gdi1	GDI1
Lifr	LIFR
Nudt9	NUDT9
Mcfd2	MCFD2
Meikin	MEIKIN
Tent5b	TENT5B
Adamts13	ADAMTS13
Myb	MYB
Ttk	TTK
Foxd1	FOXD1
Lrfn3	LRFN3
Exosc7	EXOSC7
Cyp2s1	CYP2S1
Fam149a	FAM149A
Mecr	MECR
Cmtm3	CMTM3
Echs1	ECHS1
Mir494	MIR494
Sftpa1	SFTPA2
Slc16a12	SLC16A12
Hmgn3	HMGN3
Gask1b	GASK1B
Ppp1r8	PPP1R8
Mir106b	MIR106B
Tbc1d5	TBC1D5
Rnf144a	RNF144A
Fgd4	FGD4
Pnma3	PNMA3
Pnma5	PNMA5
Prr16	PRR16
Pusl1	PUSL1
Cyp7b1	CYP7B1
Gpr75	GPR75
Gpn2	GPN2
Gm26159	RNU6-575P
Slc24a4	SLC24A4
Akirin2	AKIRIN2
Ntan1	NTAN1
Endou	ENDOU
Rida	RIDA
Thsd4	THSD4
Aif1	AIF1
Chrac1	CHRAC1
Clhc1	CLHC1
Cic	CIC
Ptchd4	PTCHD4
Fam186b	FAM186B
Vrtn	VRTN
Ubac1	UBAC1
Zcrb1	ZCRB1
Tsnaxip1	TSNAXIP1
Itga7	ITGA7
Mrtfb	MRTFB
Csk	CSK
Sp7	SP7
Mir504	MIR504
Sdhaf4	SDHAF4
Naca	NACA
Ssbp2	SSBP2
Mgarp	MGARP
Mbd6	MBD6
Asic5	ASIC5
Csf2	CSF2
Lrrtm2	LRRTM2
Olfr678	OR52E5
Haao	HAAO
Emx2	EMX2
Tktl1	TKTL1
Syn2	SYN2
Eif3f	EIF3F
Vps37d	VPS37D
Txndc11	TXNDC11
Ndufaf4	NDUFAF4
Ehmt1	EHMT1
Ttc23	TTC23
Myof	MYOF
Echdc1	ECHDC1
Fgf8	FGF8
Adam8	ADAM8
Mmrn2	MMRN2
Gtf3c2	GTF3C2
Pik3cd	PIK3CD
Mtdh	MTDH
Catsper3	CATSPER3
Trim63	TRIM63
Ctrb1	CTRB2
Gm572	C1orf127
Gm17359	C4orf45
Dennd5b	DENND5B
Prkar2b	PRKAR2B
Sorcs3	SORCS3
Surf4	SURF4
Lag3	LAG3
Arhgef1	ARHGEF1
Snord52	SNORD52
Cdkn2d	CDKN2D
Vit	VIT
Fam32a	FAM32A
Anapc16	ANAPC16
Rev3l	REV3L
Clgn	CLGN
Bbs2	BBS2
Fbxo11	FBXO11
Ppp1r42	PPP1R42
Cacnb3	CACNB3
Map4k3	MAP4K3
Slc26a5	SLC26A5
Ptdss2	PTDSS2
Zfpm2	ZFPM2
Asb15	ASB15
Dna2	DNA2
Daam2	DAAM2
Tcp11x2	TCP11X1
Spock2	SPOCK2
Slc25a28	SLC25A28
Megf6	MEGF6
Gm22474	RNU6-318P
Lox	LOX
Spx	SPX
Plpp1	PLPP1
Myoz3	MYOZ3
Sel1l	SEL1L
Kif11	KIF11
Sgms2	SGMS2
Gsn	GSN
H2bfm	H2BW1
Ppa1	PPA1
Mtnr1a	MTNR1A
Rps6ka1	RPS6KA1
Cysrt1	CYSRT1
Ccnb2	CCNB2
Ttf1	TTF1
P2ry10	P2RY10
Krtcap3	KRTCAP3
Clba1	CLBA1
Awat1	AWAT1
Ccn2	CCN2
Ctsd	CTSD
Pus7l	PUS7L
Prmt8	PRMT8
2510039O18Rik	KIAA2013
Gatad2a	GATAD2A
Pex11g	PEX11G
Bdkrb1	BDKRB1
Stk19	STK19
Slc25a43	SLC25A43
Pclaf	PCLAF
Themis	THEMIS
Cyp26a1	CYP26A1
Clcnka	CLCNKA
Msrb3	MSRB3
F2r	F2R
Xkrx	XKRX
Alkbh3	ALKBH3
Pgap2	PGAP2
Spty2d1	SPTY2D1
Efr3b	EFR3B
Calm1	CALM1
Plcg2	PLCG2
Mapre3	MAPRE3
Mcu	MCU
Nek1	NEK1
Arid3b	ARID3B
Dis3l	DIS3L
Ghr	GHR
Slc26a2	SLC26A2
Gdf11	GDF11
Gm614	CXorf65
9130008F23Rik	C6orf141
Rab23	RAB23
Tmco6	TMCO6
Serpina1f	SERPINA2
Lef1	LEF1
Eef1akmt2	EEF1AKMT2
Ywhaz	YWHAZ
Psors1c2	PSORS1C2
Cdkl4	CDKL4
Wdr89	WDR89
Trpc3	TRPC3
D8Ertd738e	C19orf53
Dhx57	DHX57
Chchd1	CHCHD1
Gm136	C6orf163
Lrrc4	LRRC4
Ndufa7	NDUFA7
Sgcd	SGCD
Tpm1	TPM1
Micos13	MICOS13
Ttc34	TTC34
Vipr1	VIPR1
Pepd	PEPD
Lpar4	LPAR4
Palm3	PALM3
Inf2	INF2
Crip2	CRIP2
Csnk1a1	CSNK1A1
Gdf6	GDF6
Helb	HELB
Pkd2l1	PKD2L1
Rogdi	ROGDI
Anks1	ANKS1A
Nup54	NUP54
Urm1	URM1
Cmc4	CMC4
Aadat	AADAT
Olfr716	OR2D3
Ap1g1	AP1G1
Casp3	CASP3
Elovl5	ELOVL5
Fuca1	FUCA1
Casp7	CASP7
Map2k7	MAP2K7
Ankdd1a	ANKDD1A
Sertad1	SERTAD1
Plpp4	PLPP4
Adgrg1	ADGRG1
Cysltr1	CYSLTR1
Terb1	TERB1
Zfp36	ZFP36
Eif4e	EIF4E
Rapsn	RAPSN
H2-Oa	HLA-DOA
Pcdhgc5	PCDHGC5
Htra1	HTRA1
Gm24595	SNORA11G
Trim36	TRIM36
Cdhr1	CDHR1
Zfp280c	ZNF280C
Hdx	HDX
Grin2a	GRIN2A
Pkd2	PKD2
Cx3cr1	CX3CR1
Dbx1	DBX1
Alpk3	ALPK3
Fam83b	FAM83B
Srbd1	SRBD1
Gria1	GRIA1
Ikzf4	IKZF4
C330007P06Rik	CXorf56
Sirt6	SIRT6
Pkp3	PKP3
Iqcn	IQCN
Snord61	SNORD61
Plekhh2	PLEKHH2
Med6	MED6
Fam81a	FAM81A
Tspan11	TSPAN11
Qpct	QPCT
Ntng2	NTNG2
Olfr362	OR1B1
Mypn	MYPN
Tgfb1	TGFB1
Haus5	HAUS5
Mia	MIA-RAB4B
Eif3g	EIF3G
Ovol3	OVOL3
Fa2h	FA2H
Tmem217	TMEM217
Nab2	NAB2
Mir711	MIR711
Epha2	EPHA2
Hs6st2	HS6ST2
Scarb2	SCARB2
Med12	MED12
Plcd1	PLCD1
Fhad1	FHAD1
Catsperb	CATSPERB
Mir381	MIR381
Dctn5	DCTN5
Exosc1	EXOSC1
Adad2	ADAD2
Gm26063	RNU6-422P
Rhoq	RHOQ
BC051019	C11orf16
Zfp39	ZNF570
Socs5	SOCS5
Pde8a	PDE8A
Gm24651	RNU6-1194P
Sfxn3	SFXN3
Slc18b1	SLC18B1
Ttc8	TTC8
Hmx2	HMX2
Ccdc152	CCDC152
Spock3	SPOCK3
Cnot6l	CNOT6L
Cckbr	CCKBR
Vill	VILL
Pcdhb2	PCDHB2
Pmis2	PMIS2
Mip	MIP
Cpa6	CPA6
Gla	GLA
B3galt4	B3GALT4
Rrm2	RRM2
Ybx3	YBX3
Arntl	ARNTL
Hspa9	HSPA9
Uhrf1bp1	UHRF1BP1
Ttc21a	TTC21A
Itpripl2	ITPRIPL2
C1qb	C1QB
Furin	FURIN
Atmin	ATMIN
H2-Ke6	HSD17B8
Fam122b	FAM122B
Mmel1	MMEL1
Eda2r	EDA2R
Gm22733	RNU6-1215P
Copb1	COPB1
Nanos1	NANOS1
Tmem240	TMEM240
Noc3l	NOC3L
Cdkl2	CDKL2
Enpp3	ENPP3
Enkd1	ENKD1
Fgfbp3	FGFBP3
Begain	BEGAIN
Slc25a42	SLC25A42
Lyrm2	LYRM2
E2f4	E2F4
Sgpl1	SGPL1
Fancf	FANCF
Tmem267	TMEM267
St8sia1	ST8SIA1
Trappc3l	TRAPPC3L
Cpeb3	CPEB3
Ncoa7	NCOA7
Dhodh	DHODH
Kcnh8	KCNH8
Crcp	CRCP
Dlg5	DLG5
Cenph	CENPH
Mlh3	MLH3
Kat6b	KAT6B
Rhpn2	RHPN2
Mrps36	MRPS36
Stxbp1	STXBP1
Rundc3b	RUNDC3B
Sema7a	SEMA7A
Acap3	ACAP3
Polr2b	POLR2B
Mto1	MTO1
Srsf4	SRSF4
Pkd1l2	PKD1L2
Sec31b	SEC31B
Msh2	MSH2
Dicer1	DICER1
Cmtm4	CMTM4
Shkbp1	SHKBP1
Fam13a	FAM13A
Gm20498	SYNJ2BP-COX16
Tnfrsf8	TNFRSF8
Tspyl1	TSPYL1
Pla2g5	PLA2G5
Foxb1	FOXB1
Mrpl51	MRPL51
Traf6	TRAF6
Entpd1	ENTPD1
Tm6sf2	TM6SF2
Snx33	SNX33
Hsd17b11	HSD17B11
Spg21	SPG21
Ubl4a	UBL4A
Sugp2	SUGP2
Rps27a	RPS27A
Nfatc2ip	NFATC2IP
Pcdhgb2	PCDHGB2
Lta	LTA
Sox3	SOX3
Gm25322	RNU6-390P
Papln	PAPLN
Arhgap4	ARHGAP4
Itga9	ITGA9
Neu1	NEU1
Pdxdc1	PDXDC1
Gpbp1	GPBP1
Gnl3l	GNL3L
Parp11	PARP11
Slc35c1	SLC35C1
Ifrd1	IFRD1
Srgap1	SRGAP1
Tssk6	TSSK6
Ythdc2	YTHDC2
Dop1a	DOP1A
Ralgps1	RALGPS1
Mllt1	MLLT1
Fjx1	FJX1
Mpp1	MPP1
Tnfrsf21	TNFRSF21
Bag3	BAG3
Klrh1	KLRC3
Mob1b	MOB1B
Tango6	TANGO6
Clec1b	CLEC1B
Glce	GLCE
Pomt1	POMT1
Celf6	CELF6
Hapln3	HAPLN3
Slc35b4	SLC35B4
Slc30a8	SLC30A8
Efcab11	EFCAB11
Pmel	PMEL
Hes2	HES2
Dbh	DBH
Maf1	MAF1
Hdac11	HDAC11
Ccn3	CCN3
Prkcsh	PRKCSH
Zbtb12	ZBTB12
Msh6	MSH6
Spink6	SPINK6
Gigyf1	GIGYF1
Dync1h1	DYNC1H1
Gdnf	GDNF
Wdr35	WDR35
Kyat1	KYAT1
Pdf	PDF
Klhl21	KLHL21
Ttc17	TTC17
Gpr182	GPR182
Pax7	PAX7
Ubxn6	UBXN6
Anapc2	ANAPC2
Asl	ASL
Lyzl4	LYZL4
Akap8	AKAP8
Atp23	ATP23
Stt3b	STT3B
Rd3l	RD3L
Tmem67	TMEM67
Smim10l2a	SMIM10L2B
